level,groupName,intentCluster,actionType,suggestedDelta,roas,cost,intentConfidence,sourceIntent,rationale,evidenceTopK,currencyCode,dateStart,dateEnd
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed - Assets - Interests / (creative),Mixed,Pause Fatigued Asset,0.0,2.433,1763.02,,CREATIVE,"Fatigued asset: CTR -48%, CVR -77% vs prev window. Label=GOOD.",Perfectly Snug | Official Site,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed - Assets - Interests / (creative),Mixed,Refresh Creative,0.0,2.433,1763.02,,CREATIVE,"Fatigued asset: CTR -48%, CVR -77% vs prev window. Label=GOOD. High volume; prioritize refresh.",Perfectly Snug | Official Site,CAD,2025-07-02,2025-09-29
Group,CA_PerformanceMax_TotalCoverage_MaxConvValue / Feed - Assets - Interests / (creative),Mixed,Pause Fatigued Asset,0.0,3.106,5326.12,,CREATIVE,"Fatigued asset: CTR -33%, CVR -75% vs prev window. Label=GOOD.",Perfectly Snug | Official Site,CAD,2025-07-02,2025-09-29
Group,CA_PerformanceMax_TotalCoverage_MaxConvValue / Feed - Assets - Interests / (creative),Mixed,Refresh Creative,0.0,3.106,5326.12,,CREATIVE,"Fatigued asset: CTR -33%, CVR -75% vs prev window. Label=GOOD. High volume; prioritize refresh.",Perfectly Snug | Official Site,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed - Assets - Interests / (creative),Mixed,Pause Fatigued Asset,0.0,0.0,207.67,,CREATIVE,"Fatigued asset: CTR +14%, CVR -100% vs prev window. Label=LOW.",Set Your Temperature,CAD,2025-07-02,2025-09-29
Group,CA_PerformanceMax_TotalCoverage_MaxConvValue / Feed - Assets - Interests / (creative),Mixed,Pause Fatigued Asset,0.0,0.0,358.01,,CREATIVE,"Fatigued asset: CTR -9%, CVR +0% vs prev window. Label=LOW.",Set Your Temperature,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed - Assets - Interests / (creative),Mixed,Pause Fatigued Asset,0.0,2.037,342.81,,CREATIVE,"Fatigued asset: CTR +44%, CVR -80% vs prev window. Label=LOW.",Try 30-Days Risk Free,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed - Assets - Interests / (creative),Mixed,Pause Fatigued Asset,0.0,0.0,139.7,,CREATIVE,"Fatigued asset: CTR -20%, CVR -100% vs prev window. Label=LOW.",Try 30-Days Risk Free,CAD,2025-07-02,2025-09-29
Group,CA_PerformanceMax_TotalCoverage_MaxConvValue / Feed - Assets - Interests / (creative),Mixed,Pause Fatigued Asset,0.0,3.687,651.58,,CREATIVE,"Fatigued asset: CTR -23%, CVR -78% vs prev window. Label=LOW.",Try 30-Days Risk Free,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed - Assets - Interests (BREEZE25) / (creative),Mixed,Pause Fatigued Asset,0.0,0.0,3.73,,CREATIVE,"Fatigued asset: CTR +0%, CVR +0% vs prev window. Label=LOW.",Try 30-Days Risk Free,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed - Assets - Interests (BREEZE25) / (creative),Mixed,Pause Fatigued Asset,0.0,0.0,1.36,,CREATIVE,"Fatigued asset: CTR +100%, CVR +0% vs prev window. Label=LOW.",Try 30-Days Risk Free,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed - Assets - Interests / (creative),Mixed,Pause Fatigued Asset,0.0,3.114,1434.69,,CREATIVE,"Fatigued asset: CTR +72%, CVR -76% vs prev window. Label=LOW.",Hot Flash Relief,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed - Assets - Interests / (creative),Mixed,Refresh Creative,0.0,3.114,1434.69,,CREATIVE,"Fatigued asset: CTR +72%, CVR -76% vs prev window. Label=LOW. High volume; prioritize refresh.",Hot Flash Relief,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed - Assets - Interests / (creative),Mixed,Pause Fatigued Asset,0.0,0.0,320.37,,CREATIVE,"Fatigued asset: CTR +1%, CVR +0% vs prev window. Label=LOW.",Hot Flash Relief,CAD,2025-07-02,2025-09-29
Group,CA_PerformanceMax_TotalCoverage_MaxConvValue / Feed - Assets - Interests / (creative),Mixed,Pause Fatigued Asset,0.0,3.315,1211.35,,CREATIVE,"Fatigued asset: CTR +2%, CVR -85% vs prev window. Label=LOW.",Hot Flash Relief,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed - Assets - Interests / (creative),Mixed,Pause Fatigued Asset,0.0,1.106,2687.63,,CREATIVE,"Fatigued asset: CTR -67%, CVR -76% vs prev window. Label=LOW.",Keep Cool All Night,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed - Assets - Interests / (creative),Mixed,Refresh Creative,0.0,1.106,2687.63,,CREATIVE,"Fatigued asset: CTR -67%, CVR -76% vs prev window. Label=LOW. High volume; prioritize refresh.",Keep Cool All Night,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed - Assets - Interests / (creative),Mixed,Pause Fatigued Asset,0.0,0.0,884.08,,CREATIVE,"Fatigued asset: CTR -50%, CVR +0% vs prev window. Label=LOW.",Keep Cool All Night,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed - Assets - Interests / (creative),Mixed,Refresh Creative,0.0,0.0,884.08,,CREATIVE,"Fatigued asset: CTR -50%, CVR +0% vs prev window. Label=LOW. High volume; prioritize refresh.",Keep Cool All Night,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed - Assets - Interests (BREEZE25) / (creative),Mixed,Pause Fatigued Asset,0.0,0.0,12.93,,CREATIVE,"Fatigued asset: CTR +100%, CVR +0% vs prev window. Label=LOW.",Keep Cool All Night,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed - Assets - Interests / (creative),Mixed,Pause Fatigued Asset,0.0,0.426,1308.6,,CREATIVE,"Fatigued asset: CTR +92%, CVR -90% vs prev window. Label=LOW.",Don't Argue Over Temperature,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed - Assets - Interests / (creative),Mixed,Pause Fatigued Asset,0.0,0.0,200.81,,CREATIVE,"Fatigued asset: CTR -21%, CVR +0% vs prev window. Label=LOW.",Don't Argue Over Temperature,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed - Assets - Interests / (creative),Mixed,Refresh Creative,0.0,0.0,200.81,,CREATIVE,"Fatigued asset: CTR -21%, CVR +0% vs prev window. Label=LOW. High volume; prioritize refresh.",Don't Argue Over Temperature,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed - Assets - Interests / (creative),Mixed,Pause Fatigued Asset,0.0,4.399,1094.44,,CREATIVE,"Fatigued asset: CTR +40%, CVR -35% vs prev window. Label=LOW.",Works On Any Mattress,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed - Assets - Interests / (creative),Mixed,Refresh Creative,0.0,4.399,1094.44,,CREATIVE,"Fatigued asset: CTR +40%, CVR -35% vs prev window. Label=LOW. High volume; prioritize refresh.",Works On Any Mattress,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed - Assets - Interests / (creative),Mixed,Pause Fatigued Asset,0.0,0.0,532.91,,CREATIVE,"Fatigued asset: CTR +25%, CVR +0% vs prev window. Label=LOW.",Works On Any Mattress,CAD,2025-07-02,2025-09-29
Group,CA_PerformanceMax_TotalCoverage_MaxConvValue / Feed - Assets - Interests / (creative),Mixed,Pause Fatigued Asset,0.0,5.27,478.69,,CREATIVE,"Fatigued asset: CTR -9%, CVR +100% vs prev window. Label=LOW.",Works On Any Mattress,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed - Assets - Interests / (creative),Mixed,Pause Fatigued Asset,0.0,13.975,447.27,,CREATIVE,"Fatigued asset: CTR +55%, CVR +103% vs prev window. Label=LOW.",No Subscription Needed,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed - Assets - Interests / (creative),Mixed,Pause Fatigued Asset,0.0,0.0,149.75,,CREATIVE,"Fatigued asset: CTR -7%, CVR -100% vs prev window. Label=LOW.",No Subscription Needed,CAD,2025-07-02,2025-09-29
Group,CA_PerformanceMax_TotalCoverage_MaxConvValue / Feed - Assets - Interests / (creative),Mixed,Pause Fatigued Asset,0.0,0.0,598.18,,CREATIVE,"Fatigued asset: CTR -2%, CVR -100% vs prev window. Label=LOW.",No Subscription Needed,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed - Assets - Interests (BREEZE25) / (creative),Mixed,Pause Fatigued Asset,0.0,0.0,2.32,,CREATIVE,"Fatigued asset: CTR +0%, CVR +0% vs prev window. Label=LOW.",No Subscription Needed,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed - Assets - Interests (BREEZE25) / (creative),Mixed,Pause Fatigued Asset,0.0,0.0,5.89,,CREATIVE,"Fatigued asset: CTR +100%, CVR +0% vs prev window. Label=LOW.",No Subscription Needed,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed - Assets - Interests / (creative),Mixed,Pause Fatigued Asset,0.0,0.0,182.58,,CREATIVE,"Fatigued asset: CTR -57%, CVR -100% vs prev window. Label=LOW.",Choose Perfectly Snug. No water leaks. No maintenance. No bulky equipment.,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed - Assets - Interests / (creative),Mixed,Refresh Creative,0.0,0.0,182.58,,CREATIVE,"Fatigued asset: CTR -57%, CVR -100% vs prev window. Label=LOW. High volume; prioritize refresh.",Choose Perfectly Snug. No water leaks. No maintenance. No bulky equipment.,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed - Assets - Interests / (creative),Mixed,Pause Fatigued Asset,0.0,0.0,251.72,,CREATIVE,"Fatigued asset: CTR -35%, CVR -100% vs prev window. Label=LOW.",Try risk free with our 30-night trial. Free shipping & returns. Learn more today.,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed - Assets - Interests / (creative),Mixed,Refresh Creative,0.0,0.0,251.72,,CREATIVE,"Fatigued asset: CTR -35%, CVR -100% vs prev window. Label=LOW. High volume; prioritize refresh.",Try risk free with our 30-night trial. Free shipping & returns. Learn more today.,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed - Assets - Interests / (creative),Mixed,Pause Fatigued Asset,0.0,0.0,321.0,,CREATIVE,"Fatigued asset: CTR -15%, CVR -100% vs prev window. Label=LOW.",Try risk free with our 30-night trial. Free shipping & returns. Learn more today.,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed - Assets - Interests / (creative),Mixed,Refresh Creative,0.0,0.0,321.0,,CREATIVE,"Fatigued asset: CTR -15%, CVR -100% vs prev window. Label=LOW. High volume; prioritize refresh.",Try risk free with our 30-night trial. Free shipping & returns. Learn more today.,CAD,2025-07-02,2025-09-29
Group,CA_PerformanceMax_TotalCoverage_MaxConvValue / Feed - Assets - Interests / (creative),Mixed,Pause Fatigued Asset,0.0,0.0,500.4,,CREATIVE,"Fatigued asset: CTR -57%, CVR -100% vs prev window. Label=LOW.",Try risk free with our 30-night trial. Free shipping & returns. Learn more today.,CAD,2025-07-02,2025-09-29
Group,CA_PerformanceMax_TotalCoverage_MaxConvValue / Feed - Assets - Interests / (creative),Mixed,Refresh Creative,0.0,0.0,500.4,,CREATIVE,"Fatigued asset: CTR -57%, CVR -100% vs prev window. Label=LOW. High volume; prioritize refresh.",Try risk free with our 30-night trial. Free shipping & returns. Learn more today.,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed - Assets - Interests (BREEZE25) / (creative),Mixed,Pause Fatigued Asset,0.0,0.0,17.83,,CREATIVE,"Fatigued asset: CTR +100%, CVR +0% vs prev window. Label=LOW.",Try risk free with our 30-night trial. Free shipping & returns. Learn more today.,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed - Assets - Interests (BREEZE25) / (creative),Mixed,Refresh Creative,0.0,0.0,17.83,,CREATIVE,"Fatigued asset: CTR +100%, CVR +0% vs prev window. Label=LOW. High volume; prioritize refresh.",Try risk free with our 30-night trial. Free shipping & returns. Learn more today.,CAD,2025-07-02,2025-09-29
Group,CA_PerformanceMax_TotalCoverage_MaxConvValue / Feed Only / (creative),Mixed,Pause Fatigued Asset,0.0,0.0,128.1,,CREATIVE,"Fatigued asset: CTR -81%, CVR -100% vs prev window. Label=UNKNOWN.",Get a sleep temperature just for you,CAD,2025-07-02,2025-09-29
Group,CA_PerformanceMax_TotalCoverage_MaxConvValue / Feed Only / (creative),Mixed,Refresh Creative,0.0,0.0,128.1,,CREATIVE,"Fatigued asset: CTR -81%, CVR -100% vs prev window. Label=UNKNOWN. High volume; prioritize refresh.",Get a sleep temperature just for you,CAD,2025-07-02,2025-09-29
Group,CA_PerformanceMax_TotalCoverage_MaxConvValue / Feed - Assets - Interests / (creative),Mixed,Pause Fatigued Asset,0.0,0.0,416.75,,CREATIVE,"Fatigued asset: CTR -42%, CVR -100% vs prev window. Label=UNKNOWN.",Buy Perfectly Snug today,CAD,2025-07-02,2025-09-29
Group,CA_PerformanceMax_TotalCoverage_MaxConvValue / Feed - Assets - Interests / (creative),Mixed,Refresh Creative,0.0,0.0,416.75,,CREATIVE,"Fatigued asset: CTR -42%, CVR -100% vs prev window. Label=UNKNOWN. High volume; prioritize refresh.",Buy Perfectly Snug today,CAD,2025-07-02,2025-09-29
Group,CA_PerformanceMax_TotalCoverage_MaxConvValue / Feed Only / (creative),Mixed,Pause Fatigued Asset,0.0,0.0,502.28,,CREATIVE,"Fatigued asset: CTR -65%, CVR -100% vs prev window. Label=UNKNOWN.",Keep you at your preferred temperature,CAD,2025-07-02,2025-09-29
Group,CA_PerformanceMax_TotalCoverage_MaxConvValue / Feed Only / (creative),Mixed,Refresh Creative,0.0,0.0,502.28,,CREATIVE,"Fatigued asset: CTR -65%, CVR -100% vs prev window. Label=UNKNOWN. High volume; prioritize refresh.",Keep you at your preferred temperature,CAD,2025-07-02,2025-09-29
Group,CA_PerformanceMax_TotalCoverage_MaxConvValue / Feed Only / (creative),Mixed,Pause Fatigued Asset,0.0,0.0,176.66,,CREATIVE,"Fatigued asset: CTR -79%, CVR -100% vs prev window. Label=UNKNOWN.",Get a better sleep with Smart Topper,CAD,2025-07-02,2025-09-29
Group,CA_PerformanceMax_TotalCoverage_MaxConvValue / Feed Only / (creative),Mixed,Refresh Creative,0.0,0.0,176.66,,CREATIVE,"Fatigued asset: CTR -79%, CVR -100% vs prev window. Label=UNKNOWN. High volume; prioritize refresh.",Get a better sleep with Smart Topper,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed - Assets - Interests / (creative),Mixed,Pause Fatigued Asset,0.0,0.0,172.36,,CREATIVE,"Fatigued asset: CTR -50%, CVR +0% vs prev window. Label=LOW.","Better Sleep, Better Life. Shop The Smart Topper Today.",CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed - Assets - Interests / (creative),Mixed,Refresh Creative,0.0,0.0,172.36,,CREATIVE,"Fatigued asset: CTR -50%, CVR +0% vs prev window. Label=LOW. High volume; prioritize refresh.","Better Sleep, Better Life. Shop The Smart Topper Today.",CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed - Assets - Interests / (creative),Mixed,Pause Fatigued Asset,0.0,0.0,334.53,,CREATIVE,"Fatigued asset: CTR -16%, CVR -100% vs prev window. Label=LOW.","Better Sleep, Better Life. Shop The Smart Topper Today.",CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed - Assets - Interests / (creative),Mixed,Refresh Creative,0.0,0.0,334.53,,CREATIVE,"Fatigued asset: CTR -16%, CVR -100% vs prev window. Label=LOW. High volume; prioritize refresh.","Better Sleep, Better Life. Shop The Smart Topper Today.",CAD,2025-07-02,2025-09-29
Group,CA_PerformanceMax_TotalCoverage_MaxConvValue / Feed - Assets - Interests / (creative),Mixed,Pause Fatigued Asset,0.0,6.427,308.96,,CREATIVE,"Fatigued asset: CTR -66%, CVR -91% vs prev window. Label=LOW.","Better Sleep, Better Life. Shop The Smart Topper Today.",CAD,2025-07-02,2025-09-29
Group,CA_PerformanceMax_TotalCoverage_MaxConvValue / Feed - Assets - Interests / (creative),Mixed,Refresh Creative,0.0,6.427,308.96,,CREATIVE,"Fatigued asset: CTR -66%, CVR -91% vs prev window. Label=LOW. High volume; prioritize refresh.","Better Sleep, Better Life. Shop The Smart Topper Today.",CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed - Assets - Interests (BREEZE25) / (creative),Mixed,Pause Fatigued Asset,0.0,0.0,12.31,,CREATIVE,"Fatigued asset: CTR +100%, CVR +0% vs prev window. Label=LOW.","Better Sleep, Better Life. Shop The Smart Topper Today.",CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed - Assets - Interests (BREEZE25) / (creative),Mixed,Refresh Creative,0.0,0.0,12.31,,CREATIVE,"Fatigued asset: CTR +100%, CVR +0% vs prev window. Label=LOW. High volume; prioritize refresh.","Better Sleep, Better Life. Shop The Smart Topper Today.",CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed - Assets - Interests / (creative),Mixed,Pause Fatigued Asset,0.0,3.304,8169.09,,CREATIVE,"Fatigued asset: CTR -69%, CVR -50% vs prev window. Label=BEST.",Read our satisfied customer reviews. Join our family of well-rested customers. Shop today.,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed - Assets - Interests / (creative),Mixed,Refresh Creative,0.0,3.304,8169.09,,CREATIVE,"Fatigued asset: CTR -69%, CVR -50% vs prev window. Label=BEST. High volume; prioritize refresh.",Read our satisfied customer reviews. Join our family of well-rested customers. Shop today.,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed - Assets - Interests / (creative),Mixed,Pause Fatigued Asset,0.0,0.703,2401.2,,CREATIVE,"Fatigued asset: CTR -48%, CVR -91% vs prev window. Label=GOOD.",Read our satisfied customer reviews. Join our family of well-rested customers. Shop today.,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed - Assets - Interests / (creative),Mixed,Refresh Creative,0.0,0.703,2401.2,,CREATIVE,"Fatigued asset: CTR -48%, CVR -91% vs prev window. Label=GOOD. High volume; prioritize refresh.",Read our satisfied customer reviews. Join our family of well-rested customers. Shop today.,CAD,2025-07-02,2025-09-29
Group,CA_PerformanceMax_TotalCoverage_MaxConvValue / Feed - Assets - Interests / (creative),Mixed,Pause Fatigued Asset,0.0,4.992,7030.15,,CREATIVE,"Fatigued asset: CTR -44%, CVR -56% vs prev window. Label=BEST.",Read our satisfied customer reviews. Join our family of well-rested customers. Shop today.,CAD,2025-07-02,2025-09-29
Group,CA_PerformanceMax_TotalCoverage_MaxConvValue / Feed - Assets - Interests / (creative),Mixed,Refresh Creative,0.0,4.992,7030.15,,CREATIVE,"Fatigued asset: CTR -44%, CVR -56% vs prev window. Label=BEST. High volume; prioritize refresh.",Read our satisfied customer reviews. Join our family of well-rested customers. Shop today.,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed - Assets - Interests / (creative),Mixed,Pause Fatigued Asset,0.0,0.0,698.09,,CREATIVE,"Fatigued asset: CTR -82%, CVR -100% vs prev window. Label=BEST.",Sleeping Cool Is Sleep Success. Don't Suffer From Hot Nights Ever Again.,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed - Assets - Interests / (creative),Mixed,Refresh Creative,0.0,0.0,698.09,,CREATIVE,"Fatigued asset: CTR -82%, CVR -100% vs prev window. Label=BEST. High volume; prioritize refresh.",Sleeping Cool Is Sleep Success. Don't Suffer From Hot Nights Ever Again.,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed - Assets - Interests / (creative),Mixed,Pause Fatigued Asset,0.0,0.0,599.27,,CREATIVE,"Fatigued asset: CTR -30%, CVR +0% vs prev window. Label=LOW.",Sleeping Cool Is Sleep Success. Don't Suffer From Hot Nights Ever Again.,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed - Assets - Interests / (creative),Mixed,Refresh Creative,0.0,0.0,599.27,,CREATIVE,"Fatigued asset: CTR -30%, CVR +0% vs prev window. Label=LOW. High volume; prioritize refresh.",Sleeping Cool Is Sleep Success. Don't Suffer From Hot Nights Ever Again.,CAD,2025-07-02,2025-09-29
Group,CA_PerformanceMax_TotalCoverage_MaxConvValue / Feed - Assets - Interests / (creative),Mixed,Pause Fatigued Asset,0.0,4.864,408.21,,CREATIVE,"Fatigued asset: CTR -76%, CVR -87% vs prev window. Label=LOW.",Sleeping Cool Is Sleep Success. Don't Suffer From Hot Nights Ever Again.,CAD,2025-07-02,2025-09-29
Group,CA_PerformanceMax_TotalCoverage_MaxConvValue / Feed - Assets - Interests / (creative),Mixed,Refresh Creative,0.0,4.864,408.21,,CREATIVE,"Fatigued asset: CTR -76%, CVR -87% vs prev window. Label=LOW. High volume; prioritize refresh.",Sleeping Cool Is Sleep Success. Don't Suffer From Hot Nights Ever Again.,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed - Assets - Interests (BREEZE25) / (creative),Mixed,Pause Fatigued Asset,0.0,0.0,20.62,,CREATIVE,"Fatigued asset: CTR +100%, CVR +0% vs prev window. Label=LOW.",Sleeping Cool Is Sleep Success. Don't Suffer From Hot Nights Ever Again.,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed - Assets - Interests (BREEZE25) / (creative),Mixed,Refresh Creative,0.0,0.0,20.62,,CREATIVE,"Fatigued asset: CTR +100%, CVR +0% vs prev window. Label=LOW. High volume; prioritize refresh.",Sleeping Cool Is Sleep Success. Don't Suffer From Hot Nights Ever Again.,CAD,2025-07-02,2025-09-29
Group,CA_PerformanceMax_TotalCoverage_MaxConvValue / Feed - Assets - Interests / (creative),Mixed,Pause Fatigued Asset,0.0,0.0,22.44,,CREATIVE,"Fatigued asset: CTR -32%, CVR -100% vs prev window. Label=GOOD.",,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed - Assets - Interests (BREEZE25) / (creative),Mixed,Pause Fatigued Asset,0.0,0.0,5.04,,CREATIVE,"Fatigued asset: CTR +100%, CVR +0% vs prev window. Label=LOW.",Get Up to $250 Off,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed - Assets - Interests (BREEZE25) / (creative),Mixed,Pause Fatigued Asset,0.0,0.0,1.8,,CREATIVE,"Fatigued asset: CTR +100%, CVR +0% vs prev window. Label=LOW.",Get Up to $250 Off,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed - Assets - Interests (BREEZE25) / (creative),Mixed,Pause Fatigued Asset,0.0,0.0,2.53,,CREATIVE,"Fatigued asset: CTR +100%, CVR +0% vs prev window. Label=LOW.",Make Better Sleep a Breeze,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed - Assets - Interests (BREEZE25) / (creative),Mixed,Pause Fatigued Asset,0.0,0.0,0.72,,CREATIVE,"Fatigued asset: CTR +100%, CVR +0% vs prev window. Label=LOW.",Make Better Sleep a Breeze,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed - Assets - Interests (BREEZE25) / (creative),Mixed,Pause Fatigued Asset,0.0,0.0,17.03,,CREATIVE,"Fatigued asset: CTR +100%, CVR +0% vs prev window. Label=LOW.",Breeze through hot nights with smart cooling comfort. Save up to $250 with Code: BREEZE25,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed - Assets - Interests (BREEZE25) / (creative),Mixed,Refresh Creative,0.0,0.0,17.03,,CREATIVE,"Fatigued asset: CTR +100%, CVR +0% vs prev window. Label=LOW. High volume; prioritize refresh.",Breeze through hot nights with smart cooling comfort. Save up to $250 with Code: BREEZE25,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed - Assets - Interests (BREEZE25) / (creative),Mixed,Pause Fatigued Asset,0.0,0.0,1.38,,CREATIVE,"Fatigued asset: CTR +0%, CVR +0% vs prev window. Label=LOW.","Sleep Easy, Save with BREEZE25",CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed - Assets - Interests (BREEZE25) / (creative),Mixed,Pause Fatigued Asset,0.0,0.0,0.89,,CREATIVE,"Fatigued asset: CTR +0%, CVR +0% vs prev window. Label=LOW.","Sleep Easy, Save with BREEZE25",CAD,2025-07-02,2025-09-29
Group,CA_PerformanceMax_TotalCoverage_MaxConvValue / Feed - Assets - Interests / (creative),Mixed,Rotate In Winner,0.0,2.364,946.59,,CREATIVE,"Winner asset; rotate into sibling group 'Feed - Assets - Interests'. Momentum: CTR +22%, CVR -55%.",Cooling Mattress Topper,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed - Assets - Interests (BREEZE25) / (creative),Mixed,Rotate In Winner,0.0,17.051,870.99,,CREATIVE,"Winner asset; rotate into sibling group 'Feed - Assets - Interests (BREEZE25)'. Momentum: CTR +13%, CVR +219%.",The Smart Topper,CAD,2025-07-02,2025-09-29
Group,CA_PerformanceMax_TotalCoverage_MaxConvValue / Feed - Assets - Interests (BREEZE25) / (creative),Mixed,Rotate In Winner,0.0,11.965,757.19,,CREATIVE,"Winner asset; rotate into sibling group 'Feed - Assets - Interests (BREEZE25)'. Momentum: CTR +3%, CVR +23%.",The Smart Topper,CAD,2025-07-02,2025-09-29
